definition.description,definition.solution,severity,asset.display_ipv4_address,port,protocol,asset.host_name,definition.cve
"NSS version 2.3.1 on Debian 10 (Buster) is affected by CVE-2022-36342. The library implements deprecated TLS 1.0 ciphersuites, allowing an attacker to bypass authentication controls through reflected JavaScript payloads in query parameters. Affected path: /etc/ssl/certs/. Port: 636/TCP.","Use Windows Update / WSUS to apply KB5027215 and restart the system. Additionally, verify patch 50.",6.4,172.16.0.106,993,TCP,dc-172-16-0-106,CVE-2022-72021
"Outdated LibreSSL (2.0.0) detected on Windows 10 Enterprise (CVE-2022-59081). The TLS handshake implementation lacks protection against BEAST/POODLE/CRIME attacks, allowing a remote adversary to gain root-level access to the system. Port 993/TCP; config at C:\Windows\System32\.",Generate a new CSR and obtain a renewed certificate from s Encrypt. Update the certificate at /etc/nginx/.,8.8,192.168.1.40,8443,TCP,fw-192-168-1-40,CVE-2022-49132
expat version 9.0.0 on SUSE Linux Enterprise 15 is outdated and affected by CVE-2023-46671. The package contains a known vulnerability that allows an attacker to crash the service and trigger a denial of service via an integer overflow in the parsing routine. Package location: /usr/lib/ssl/. Port: 443/TCP.,Disable the vulnerable endpoint at /etc/apache2/ until the patch is applied. Implement WAF rules to block exploitation attempts.,3.6,10.0.58.211,80,TCP,srv-10-0-58-211,
Weak cipher suite enabled on Ubuntu 18.04 LTS running NSS 6.0.0 (CVE-2020-72670). The RC4 cipher allows an attacker to gain root-level access to the system by exploiting weak entropy in session token generation. Port: 443/TCP; config: /var/log/.,Apply HTML entity encoding to user inputs before rendering in templates. Use 'htmlspecialchars()' or equivalent in the application at /etc/mysql/.,5.1,192.168.1.149,443,TCP,print-192-168-1-149,CVE-2020-74350
"Net-SNMP version 3.1.2 on Oracle Linux 8 is affected by CVE-2019-50538. The SNMP community string 'admin' is world-readable, allowing an unauthenticated attacker to exfiltrate confidential data from the host via SQL metacharacter injection in the login form. Affected configuration: /etc/mysql/snmpd.conf. Port: 161/UDP.",Install OpenSSL >= 3.1.2 from the official repository. Recompile applications that statically link the library.,5.0,172.16.1.63,162,UDP,dc-172-16-1-63,CVE-2019-41079
"Outdated Realtek Ethernet driver (4.1.3) installed on Windows Server 2022 (CVE-2018-47347). The driver exposes an IOCTL handler with insufficient input validation, allowing a local attacker to enumerate internal network hosts. Path: /usr/lib/ssl/.",Enable DNSSEC signing for all zones. Update BIND/Unbound to version 1.1.0 and apply current security advisories.,6.0,10.2.104.125,445,TCP,dc-10-2-104-125,
"IIS 3.1.2 on CentOS 8 Stream is configured to accept weak cryptographic ciphers (CVE-2020-75700). Supported suites include 3DES-EDE ciphers, allowing a MITM attacker to modify or delete critical system files. Config file: /var/www/html/. Port: 8443/TCP.",Apply input validation and output encoding. Use ORM frameworks to prevent raw SQL injection. Review query at /var/www/html/.,6.9,192.168.1.176,443,TCP,fw-192-168-1-176,CVE-2020-76795
Linux kernel 6.0.0 on Windows Server 2022 contains a heap-based buffer overflow (CVE-2021-55943). A local or remote attacker can escalate privileges to SYSTEM or root by exploiting weak entropy in session token generation. Affected subsystem: memory allocator. Port: 23/TCP.,"Add firewall rules to restrict access to port 22 to authorized management networks only. Additionally, verify patch 34.",8.3,192.168.1.2,23,TCP,ws-192-168-1-2,
End-of-life zlib (8.0.3) installed on CentOS 8 Stream (CVE-2023-96439). No security patches are available for this version; an attacker can enumerate internal network hosts. Binary path: /home/user/.ssh/.,Disable the vulnerable endpoint at /etc/apache2/ until the patch is applied. Implement WAF rules to block exploitation attempts.,6.6,172.16.1.65,80,TCP,srv-172-16-1-65,CVE-2023-19813
End-of-life libssl (1.2.3) installed on Ubuntu 22.04 LTS (CVE-2023-76127). No security patches are available for this version; an attacker can forge authentication tokens. Binary path: C:\inetpub\wwwroot\.,Disable the vulnerable endpoint at /etc/apache2/ until the patch is applied. Implement WAF rules to block exploitation attempts.,5.2,10.1.63.50,22,TCP,web-10-1-63-50,CVE-2023-76491
Windows NT kernel 8.2.1 on Oracle Linux 8 is affected by a local privilege escalation (CVE-2022-64462). A low-privileged attacker can modify or delete critical system files through reflected JavaScript payloads in query parameters. Affected path: /var/log/. Port: 3389/TCP.,Remove unused software packages and disable associated xinetd services in C:\Program Files\.,9.5,172.16.1.31,3389,TCP,web-172-16-1-31,CVE-2022-42951
"MbedTLS version 3.1.2 on Red Hat Enterprise Linux 8 is affected by CVE-2022-87518. The library implements deprecated TLS 1.0 ciphersuites, allowing an attacker to exfiltrate confidential data from the host by abusing a misconfigured SNMP community string. Affected path: /etc/apache2/. Port: 636/TCP.",Update Apache httpd config to disable MD5 cipher suites. Use Mozilla SSL Configuration Generator recommendations.,8.2,172.16.1.231,8443,TCP,nas-172-16-1-231,CVE-2022-71261
"TLS certificate on Red Hat Enterprise Linux 8 (Apache httpd 2.0.0) expired on 2020-12-31. CVE-2023-29726: certificate chain validation fails, enabling a MITM attacker to bypass authentication controls. Port: 443/TCP; cert path: /etc/mysql/.","Configure LDAP to require strong passwords (min 12 chars, complexity). Enforce account lockout after 10 failed attempts.",5.2,192.168.2.192,443,TCP,print-192-168-2-192,CVE-2023-41704
"CVE-2019-63964: SNMP default community strings detected on CentOS 8 Stream. Device exposes MIB tree at /var/lib/mysql/ without requiring authentication, permitting an attacker to read sensitive memory contents by exploiting weak entropy in session token generation. Service: Net-SNMP 4.1.3; port 161/UDP.",Upgrade OpenSSL to version 4.0.0 or later. Apply vendor security advisory and restart dependent services.,5.8,192.168.10.19,161,UDP,nas-192-168-10-19,CVE-2019-14630
"CVE-2022-35957: Template injection leading to RCE in IIS 5.0.1 on Windows Server 2022. Server-side template expressions are evaluated from user input at C:\inetpub\wwwroot\, enabling an attacker to gain root-level access to the system through a specially crafted packet. Port: 8080/TCP.",Replace end-of-life sudo (9.0.0) with the latest maintained version. Update lock files.,9.2,10.1.168.111,443,TCP,fw-10-1-168-111,CVE-2022-91057
"Nginx 9.0.0 on CentOS 7 is vulnerable to reflected XSS (CVE-2021-81002). User-controlled input in the name parameter is rendered without encoding, allowing an attacker to gain root-level access to the system through a specially crafted packet. Application path: /etc/ssh/. Port: 80/TCP.",Apply the vendor patch for CVE-2022-20008 immediately. Upgrade Lighttpd to version 6.0.0 or later.,5.9,172.16.1.1,80,TCP,app-172-16-1-1,CVE-2021-69912
Expired X.509 certificate detected (CVE-2023-63961) on Fedora 36. The certificate for mail.corp signed by Let has expired. Service: Lighttpd on port 8443/TCP.,Apply the kernel patch provided in CVE-2022-97687 bulletin. Reboot the system after the update.,4.4,172.16.0.57,8443,TCP,dc-172-16-0-57,CVE-2023-73438
"Deserialization RCE in Apache httpd (1.3.7) on Debian 10 (Buster) (CVE-2022-30830). Untrusted user data is deserialized without validation at /opt/app/, allowing an attacker to crash the service and trigger a denial of service. Port: 443/TCP.",Run 'pip install --upgrade zlib' or 'npm audit fix' to update vulnerable dependencies at /etc/openssl/.,9.8,172.16.1.136,22,TCP,app-172-16-1-136,CVE-2022-98184
"Stack-based buffer overflow in Windows NT kernel (version 7.1.0) on Debian 10 (Buster) — CVE-2021-83220. The vulnerability exists in the copy_from_user call at /srv/www/, enabling an attacker to perform man-in-the-middle attacks.","Add firewall rules to restrict access to port 22 to authorized management networks only. Additionally, verify patch 34.",7.7,192.168.10.155,445,TCP,app-192-168-10-155,CVE-2021-23591
"Blind SQL injection in IIS (3.1.2) on Windows Server 2019 (CVE-2022-11059). The 'order' query parameter is not parameterized in /usr/local/bin/, enabling an attacker to enumerate internal network hosts. Database: Oracle DB; port 443/TCP.",Configure Content-Security-Policy in /var/www/html/ to restrict script sources. Add X-Content-Type-Options: nosniff.,7.1,172.16.1.63,443,TCP,dc-172-16-1-63,CVE-2022-79588
sudo version 3.0.0 on Fedora 36 is outdated and affected by CVE-2023-75781. The package contains a known vulnerability that allows an attacker to perform man-in-the-middle attacks by exploiting weak entropy in session token generation. Package location: /etc/ssh/. Port: 21/TCP.,Disable the vulnerable endpoint at /etc/apache2/ until the patch is applied. Implement WAF rules to block exploitation attempts.,4.0,192.168.1.139,443,TCP,db-192-168-1-139,CVE-2023-42997
"Deserialization RCE in Nginx (1.1.0) on Ubuntu 22.04 LTS (CVE-2022-60711). Untrusted user data is deserialized without validation at /usr/share/snmp/, allowing an attacker to enumerate internal network hosts. Port: 9090/TCP.",Replace end-of-life sudo (9.0.0) with the latest maintained version. Update lock files.,9.7,10.0.170.210,80,TCP,nas-10-0-170-210,CVE-2022-86858
"The SNMP agent running on Ubuntu 20.04 LTS (version 8.2.1) exposes management data without authentication (CVE-2019-72493). SNMPv1/v2c community strings are transmitted in cleartext, enabling a network attacker to steal session tokens or credentials. Affected service: SolarWinds SNMP on port 161/UDP.",Upgrade OpenSSL to version 4.0.0 or later. Apply vendor security advisory and restart dependent services.,4.3,192.168.10.55,162,UDP,dc-192-168-10-55,
CVE-2021-31206: Linux kernel 2.2.0 on Oracle Linux 8 is vulnerable to an integer overflow leading to a buffer overwrite. An attacker can gain root-level access to the system by sending a malformed TLS ClientHello. Kernel module path: /var/log/; exposed via port 445/TCP.,"Add firewall rules to restrict access to port 22 to authorized management networks only. Additionally, verify patch 34.",7.7,192.168.1.72,445,TCP,dc-192-168-1-72,CVE-2021-46726
"Stored XSS vulnerability in Tomcat (5.2.0) on Debian 11 (Bullseye) (CVE-2021-43330). The profile field stores unescaped HTML, enabling attackers to escalate privileges to SYSTEM or root. App at /usr/local/bin/; port 8080/TCP.",Apply the vendor patch for CVE-2022-20008 immediately. Upgrade Lighttpd to version 6.0.0 or later.,5.7,172.16.1.65,80,TCP,srv-172-16-1-65,CVE-2021-68001
Unbound 2.1.4 on Ubuntu 22.04 LTS allows unauthenticated zone transfers (CVE-2020-80121). An attacker can perform a full DNS zone transfer through a specially crafted packet to read sensitive memory contents. Configuration file: /usr/lib/ssl/. Port: 53/UDP.,Disable the vulnerable endpoint at /etc/apache2/ until the patch is applied. Implement WAF rules to block exploitation attempts.,5.3,192.168.2.62,53,UDP,srv-192-168-2-62,
CVE-2023-94555: Unpatched wget 9.0.0 on Windows 11 Pro. Multiple known CVEs affect this version. An attacker can execute arbitrary code with elevated privileges by sending a malformed TLS ClientHello. Port: 443/TCP; installed at C:\Program Files\.,Disable the vulnerable endpoint at /etc/apache2/ until the patch is applied. Implement WAF rules to block exploitation attempts.,6.1,192.168.10.148,80,TCP,web-192-168-10-148,
CVE-2022-41831: BoringSSL 2.2.0 on Windows Server 2016 ships with a vulnerable TLS stack. An attacker through a race condition in the kernel scheduler could crash the service and trigger a denial of service. Binaries located at C:\Program Files\. Listening on port 636/TCP.,"Change the SNMP community string from 'monitor' to a strong, random value. Restrict SNMP access by IP in /usr/lib/ssl/snmpd.conf.",6.7,10.1.63.50,995,TCP,web-10-1-63-50,
"IIS 9.0.0 on Windows 11 Pro is configured to accept weak cryptographic ciphers (CVE-2020-91681). Supported suites include DES ciphers, allowing a MITM attacker to inject malicious payloads into database queries. Config file: /var/www/html/. Port: 443/TCP.",Apply input validation and output encoding. Use ORM frameworks to prevent raw SQL injection. Review query at /var/www/html/.,5.8,192.168.1.42,8443,TCP,dc-192-168-1-42,
CVE-2021-90482: FreeBSD kernel 2.1.4 on Oracle Linux 8 is vulnerable to an integer overflow leading to a buffer overwrite. An attacker can read sensitive memory contents through reflected JavaScript payloads in query parameters. Kernel module path: /etc/openssl/; exposed via port 22/TCP.,"Add firewall rules to restrict access to port 22 to authorized management networks only. Additionally, verify patch 34.",8.5,192.168.1.58,23,TCP,db-192-168-1-58,CVE-2021-23665
"BoringSSL version 1.0.1 on Windows Server 2016 is affected by CVE-2022-44226. The library implements deprecated TLS 1.0 ciphersuites, allowing an attacker to crash the service and trigger a denial of service by sending a malformed TLS ClientHello. Affected path: /etc/openssl/. Port: 993/TCP.","Use Windows Update / WSUS to apply KB5026361 and restart the system. Additionally, verify patch 64.",7.3,172.16.0.106,443,TCP,dc-172-16-0-106,CVE-2022-57453
"Outdated LibreSSL (7.1.0) detected on Ubuntu 20.04 LTS (CVE-2022-62550). The TLS handshake implementation lacks protection against BEAST/POODLE/CRIME attacks, allowing a remote adversary to crash the service and trigger a denial of service. Port 993/TCP; config at /etc/mysql/.",Generate a new CSR and obtain a renewed certificate from s Encrypt. Update the certificate at /etc/nginx/.,7.6,172.16.1.63,8443,TCP,dc-172-16-1-63,CVE-2022-74799
"Blind SQL injection in Apache httpd (3.4.5) on Debian 11 (Bullseye) (CVE-2022-64109). The 'cat' query parameter is not parameterized in /var/lib/mysql/, enabling an attacker to gain root-level access to the system. Database: MySQL; port 80/TCP.",Configure Content-Security-Policy in /etc/ssl/certs/ to restrict script sources. Add X-Content-Type-Options: nosniff.,8.7,10.1.172.221,3306,TCP,web-10-1-172-221,
CVE-2022-54448: Sudo policy misconfiguration on Oracle Linux 8 (version 8.0.3). An unprivileged user can crash the service and trigger a denial of service via the sudo NOPASSWD rule at /var/lib/mysql/. Port: 445/TCP.,"Segment the network using VLANs to isolate critical systems. Restrict inter-VLAN routing with firewall ACLs. Additionally, verify patch 12.",7.1,10.0.170.210,135,TCP,nas-10-0-170-210,CVE-2022-31079
